airportName,cityName,iso2DigitNationCode,IataCode
비요르크비크 공항,비요르크비크,SE,n/a
블랙 티클 공항,블랙 티클,CA,YBI
블랙올 공항,블랙올,AU,BKQ
블랙부셰 공항,야틀리,GB,BBS
블랙풀 공항,블랙풀,GB,BLK
블레즈 디아뉴 국제 공항,다카르,SN,DSS
블록 아일랜드 스테이트 공항,블록 아일랜드,US,BID
블룸폰테인 공항,블룸폰테인,ZA,BFN
블룸필드 공항,블룸필드,AU,BFC
블루 캐니언 나이액 공항,이민자 격차,US,BLU
블루 그래스 공항,렉싱턴,US,LEX
블루 마운틴 공항,블루 마운틴,US,VBM
블루필즈 공항,블루필즈,NI,BEF
보아 비스타 국제 공항,보아 비스타,BR,BVB
밥 베이커 메모리얼 공항,키아나,US,IAN
밥 호프 공항,버뱅크,US,BUR
보보 디울라소 공항,보보-디울라소,BF,BOY
보카 레이턴 공항,보카 라톤,US,BCT
"보카스 델 토로 ""이슬라 콜론"" 국제공항",보카스 타운,PA,BOC
보다이보 공항,보다이보,RU,ODO
보되 공항,보도,NO,BOO
보드룸 임식 공항,보드룸,TR,BXN
보엔데 공항,보엔데,#N/A,BNB
보가셰보 공항,톰스크,RU,TOF
보고로드스코예 공항,보고로드스코예,RU,BQG
보홀 팡라오 국제공항,팡라오,PH,TAG
보이구 아일랜드 공항,보이구 섬,AU,GIC
보이시 에어터미널,보이시,US,BOI
보이노르드 공항,보이노드,IR,BJB
보카로 공항,보카로,IO,n/a
보케오 국제공항,보케오,#N/A,BOR
보흐타르 국제공항,쿠르곤텝파,TJ,KQT
복평공항,복핀,MM,VBP
볼 공항,볼,HR,BWK
볼레 알라샨커우 공항,교회 점토,CN,BPL
볼로냐 굴리엘모 마르코니 공항,볼로냐,IT,BLQ
볼차노 공항,볼차노,IT,BZO
봄 푸투로 시립공항,루카스 두 히우 베르데,BR,LVR
봉 제주스 발레 두 구르게이아 지역 공항,봄 예수,BR,n/a
보마 공항,보마,#N/A,BOA
보나벤투라 공항,보나벤투라,CA,YVB
보니토 공항,보니토,BR,BYO
본 테르 공항,본 테르,US,n/a
본리키 국제 공항,타라와,KI,TRW
불지다 공항,불기다,AU,OCM
분 카운티 공항,해리슨,US,HRO
보라보라 공항,보라보라,PF,BOB
보르도 메리냑 공항,보르도,FR,BOD
보르지 모크타르 공항,보르지 바지 목타르,DZ,BMW
보르그 엘 아랍 공항,보르그 엘 아랍,EG,HBE
보르쿰 비행장,보르쿰,DE,BMK
본홀름 공항,본홀름,DK,RNN
보롱간 공항,보롱간,PH,BPA
보리스필 국제공항,키이우,UA,KBP
보스트 공항,라슈카르 가,AF,BST
부아케 공항,부아케,#N/A,BYK
부아르파 공항,부아르파,MA,UAR
부게네 벤알리 로트피 공항,베샤르,DZ,CBH
볼더 시티 시립공항,볼더 시티,US,BLD
불리아 공항,불리아,AU,BQL
분네우아 공항,퐁살리,#N/A,PCQ
바운더리 베이 공항,밴쿠버,CA,YDT
버크 공항,버크,AU,BRK
본머스 공항,본머스,GB,BOH
볼링그린 워렌 카운티 공항,잔디 볼링장,US,BWG
보즈먼 옐로스톤 국제공항,보즈먼,US,BZN
브래드퍼드 공항,브래드포드,US,BFD
브래들리 국제 공항,윈저 록스,US,BDL
브라간사 공항,브라간사,PT,BGC
브라마푸르 공항,브라마푸르,IO,n/a
브레이너드 레이크 공항,브레이너드,US,BRD
브락 공항,브락,LY,BCQ
브램턴 아일랜드 공항,브램턴 섬,AU,BMP
브랜든 뮤니시펄 공항,브랜든,CA,YBR
브랜슨 공항,브랜슨,US,BKG
브라질리아 국제공항,브라질리아,BR,BSB
브라쇼브 김바브 국제공항,브라쇼브,RO,GHV
브라츠크 공항,브라츠크,RU,BTK
브라운슈바이크 볼프스부르크 공항,브라운슈바이크,DE,BWE
브레멘 공항,브레멘,DE,BRE
브레시아 공항,브레시아,IT,VBS
브레스트 공항,브레스트,BY,BQT
브레스트 브르타뉴 공항,브레스트,FR,BES
브레빅 미션 공항,브레빅 미션,US,KTS
브리지워터 에어파크,브리지워터,US,n/a
세자르 라울 오헤다 공항준장,산 루이스,AR,LUQ
브린디시 살렌토 공항,브린디시,IT,BDS
브리즈번 공항,브리즈번,AU,BNE
브리즈번 아처필드 공항,브리즈번,AU,n/a
브리스톨 공항,브리스톨,GB,BRS
브리브 / 수이락 공항,브리브라가이야르드,FR,BVE
브르노 투르자니 공항,브르노,#N/A,BRQ
브로드포드 비행장,스카이 섬,GB,SKL
브로셰 공항,브로셰,CA,YBT
브로크빌 지역 태커베리 공항,브록빌,CA,XBR
브로큰 힐 공항,브로큰 힐,AU,BHQ
브로노이 공항,브로노이순드,NO,BNN
브루킹스 공항,브루킹스,US,BKX
브룸 국제 공항,브룸,AU,BME
브루스 캠벨 필드,매디슨,US,DXE
브루나이 국제 공항,반다르스리브가완,BN,BWN
브런즈윅 골든 아일즈 공항,브런즈윅,US,BQK
브루스 라구나 공항,브루스 라구나,HN,BHG
브뤼셀 공항,브뤼셀,BE,BRU
브뤼셀 사우스 샤를루아 공항,샤를루아,BE,CRL
브랸스크 국제 공항,브랸스크,RU,BZK
뷰캐넌필드 공항,일치,US,CCR
부숄츠 육군 비행장,콰잘레인,MH,KWA
버클랜드 공항,버클랜드,US,BKC
부다페스트 페렌츠 리스트 국제 공항,부다페스트,HU,BUD
부에노스 아이레스 공항,부에노스 아이레스,CR,BAI
버팔로 나이아가라 국제 공항,물소,US,BUF
버팔로 레인지 공항,치레지,ZW,BFO
부굴마 공항,부굴마,RU,UUA
부줌부라 국제공항,부줌부라,BI,BJM
부카 아일랜드 공항,부카 섬,PG,BUA
부하라 국제 공항,부하라,UZ,BHK
부코바 공항,부코바,TZ,BKZ
불락타이 공항,불락타이,MN,UGT
불간 공항 Khovd,불간,MN,HBU
불리 공항,페카울랑,ID,PGQ
불롤로 공항,불로로,PG,BUL
붐바 공항,붐바,#N/A,BMB
번더버그 공항,번다버그,AU,BDB
부니아 공항,부니아,#N/A,BUX
부온마투옷 공항,부온 마 투옷,#N/A,BMV
부르가스 공항,부르가스,BG,BOJ
부르고스 공항,부르고스,ES,RGS
부리람 공항,부리람,TH,BFV
버크타운 공항,버크타운,AU,BUC
벌링턴 국제 공항,버링턴,US,BTV
벌링턴-알라마스 지역 공항,버링턴,US,n/a
버니 공항,버니,AU,BWT
부셰르 공항,부셰르,IR,BUZ
버셀턴 마가렛 리버 공항,버셀턴,AU,BQB
부타리타리 환초 공항,부타리타리 환초,KI,BBG
부템보 공항,부템보,#N/A,RUE
버튼빌 공항,토론토,CA,YKZ
보얀트 우카 국제공항,울란바토르,MN,ULN
비드고슈치 이그나시 얀 파데레프스키 공항,비드고슈치,PL,BZG
까마우 공항,까마우,#N/A,CAH
카빈다 공항,카빈다,AO,CAB
케이블 공항,고지대,US,CCB
카보 프리우 국제공항,카보 프리오,BR,CFB
카보 로호 공항,페데르날레스,DO,CBJ
카사도르 공항,카카도르,BR,CFC
카세레스 공항,카세레스,BR,CCX
카초에이루 데 이타페미림 공항,카초에이루 데 이타페미림,BR,CDI
카시케 아라마레 공항,푸에르토 아야쿠초,VE,PYH
캐디드 FAP 기예르모 델 카스티요 파레데스 공항,타라포토,PE,TPP
캐드훈 공항,코토누,BJ,COO
캉 카르피케 공항,캉,FR,CFR
카가얀 노스 국제공항,랄로,PH,LLC
칼리아리 엘마스 공항,칼리아리,IT,CAG
케언즈 공항,케언즈,AU,CNS
카이로 캐피털 국제공항,카이로,EG,CCE
카이로 국제 공항,카이로,EG,CAI
카자제이라스 공항,카하제이라스,BR,CJZ
칼레 �蝸�르크 공항,칼레-덩케르크,FR,CQF
칼라얀 아일랜드 다다오 공항,칼라얀 섬,PH,n/a
칼바요그 공항,칼바요그,PH,CYP
칼다스 노바스 공항,칼다스 노바스,BR,CLV
캘거리 국제 공항,캘거리,CA,YYC
캘리컷 국제 공항,코지코드,IO,CCJ
칼비생트 카트린 공항,칼비,FR,CLY
깜라인 국제공항,나트랑,#N/A,CXR
케임브리지 공항,케임브리지,GB,CBG
케임브리지 베이 공항,캠브리지 베이,CA,YCB
캠든 공항,캠든,AU,CDU
카미귄 공항,맘바자오,PH,CGM
카밀로 다자 국제 공항,쿠쿠타,CO,CUC
캠벨 육군 비행장,홉킨스빌,US,HOP
캠벨 리버 공항,캠벨 리버,CA,YBL
캠벨 리버 워터 비행장,캠벨 리버,CA,YHH
캠벨타운 공항,캠벨타운,GB,CAL
캄피나 그란데 공항,캄피나 그란데,BR,CPV
캄피나스 아마라이스 공항,캄피나스 아마라이스,BR,n/a
캄포 그란데 국제 공항,캄포 그란데,BR,CGR
껀터 국제공항,칸토,#N/A,VCA
캐나다 군사 기지 Bagotville,사귀네이-바고트빌,CA,YBG
캐나디언 로키스 국제공항,크랜브룩,CA,YXC
카나이마 공항,카나이마,VE,CAJ
차나칼레 공항,차나칼레,TR,CKZ
오소로노 공항,오소르노,CL,ZOS
캔버라 공항,캔버라,AU,CBR
칸쿤 국제 공항,칸쿤,MX,CUN
케인필드 공항,로조,DM,DCF
카넬라 공항,카넬라,BS,CEL
창위안 와산 공항,누오리앙 향,CN,CWJ
창저우 공항,창저우,CN,n/a
칸 망들리유 공항,칸,FR,CEQ
카누안 공항,카누안,VC,CIW
캐니언랜즈 필드,모압,US,CNY
캡스컬링 공항,캡 스커링,SN,CSK
페드로 칸가 로드리게스 공항,툼베스,PE,TBP
케이프 배런 아일랜드 공항,케이프 배런 섬,AU,CBI
케이프 도싯 공항,케이프 도싯,CA,YTE
케이프 지라도 공항,케이프지라도,US,CGI
케이프 리스번 LRRS 공항,케이프 리스번,US,LUR
케이프 타운 국제 공항,케이프타운,ZA,CPT
케이프 와인랜드 공항,케이프 와인랜즈,ZA,n/a
캐피털 시티 공항,해리스버그,US,HAR
캐피탈 두 카페 공항,카콜,BR,OAL
캐피털 리전 국제공항,랜싱,US,LAN
카피탄 애비뉴 후안 코차마니디스 공항,산이그나시오,BO,SNG
카피탄 FAP 레난 엘리아스 올리베라 공항,피스코,PE,PIO
카피탄 FAP 빅토르 몬테스 아리아스 국제공항,탈라라,PE,TYL
게르만 키로가 과르디아 공항,산 보르하,BO,SRJ
카피탄 호세 다니엘 바스케스 공항,산줄리안,AR,ULA
캡틴 오리엘 레아 플라자 공항,타리하,BO,TJA
카피탄 비센테 알만도스 알모나시드 공항,라 리오하,AR,IRJ
캡틴 아니발 아랍 공항,코비하,BO,CIJ
캡틴 니콜라스 로하스 공항,포토스I,BO,POI
캡틴 라몬 자트루치 공항,라 팔마,PA,PLP
카푸르가나 공항,카푸르가나,CO,CPB
자동차 니코바르 공군 기지,카르 니코바르,IO,CBD
카라카라이 공항,카라카라이,BR,n/a
카라하스 공항,파라우아페바스,BR,CKS
카라우아리 공항,카라우아리,BR,CAF
카라벨라스 공항,카라벨라,BR,CRQ
카르카손 공항,카르카손,FR,CCF
카디프 공항,카디프,GB,CWL
카디프 세인트 아단 공군기지,아탄,GB,n/a
칼라일 공항,칼라일,GB,CAX
카를로스 콘차 토레스 국제 공항,에스메랄다스,EC,ESM
카를로스 마누엘 데 세스페데스 공항,바야모,CU,BYM
카를로스 로비로사 페레스 국제 공항,비야에르모사,MX,VSA
카나본 공항,카나번,AU,CVQ
카라스코 그랄. 체사레오 L. 베리소 국제공항,몬테비데오,UY,MVD
카리엘 수르 국제공항,콘셉시온,CL,CCP
카리요 공항,플라야사마라,CR,PLD
카르타고 공항,카르타고,SS,n/a
카트라이트 공항,카트라이트,CA,YRF
카루아루 공항,카루아루,BR,CAU
카사블랑카 안파 공항,카사블랑카,MA,CAS
카사블랑카 티트 멜릴 공항,카사블랑카,MA,n/a
카스카이스 시립 비행장,카스카이스,PT,CAT
카스카벨 공항,카스카벨,BR,CAC
캐스퍼 내트로나 카운티 국제공항,캐스퍼,US,CPR
캐시디 국제 공항,크리스마스 섬,KI,CXI
카스테욘 코스타 아자하르 공항,카스테욘 데 라 플라나,ES,CDT
캐슬 공항,머세드,US,MER
캐슬레이 저수지 수상비행기 기지,해튼,LK,NUF
카스트레스 마자메트 공항,카스트르,FR,DCM
깟비 국제공항,하이퐁,#N/A,HPH
캣레이크 공항,캣 레이크,CA,YAC
카탈리나 아일랜드 투 하버스 공항,카탈리나,US,TWH
카타니아 폰타나로사 공항,카타니아,IT,CTA
카타라타스 델 이구아수 국제공항,이과수U,AR,IGR
카타르만 공항,카타르만,PH,CRM
카트발로간 공항,카트발로간,PH,n/a
카툼벨라 공항,카툼벨라,AO,CBT
카우아얀 공항,카우아얀,PH,CYZ
카우카야 공항,푸에르토 레구이자모,CO,LQM
캐번 시티 에어 터미널,칼스배드,US,CNM
칵삼부 공항,카삼부,BR,n/a
카시아스두술 공항,카시아스 두 술,BR,CXJ
케이콜커 공항,케이콜커,BZ,CUK
카예 채플 공항,케이채플,BZ,CYC
카이엔 펠릭스 에부에 공항,고추,GF,CAY
세실 공항,잭슨빌,US,VQQ
시더 시티 공항,시더 시티,US,CDC
세두나 공항,세두나,AU,CED
첸기즈 토펠 해군 비행장,코자엘리,TR,KCO
센테니얼 공항,덴버,US,APA
센트럴 공항,본부,US,CEM
센트럴 일리노이 공항,블루밍턴,US,BMI
센트럴 네브래스카 공항,그랜드 아일랜드,US,GRI
센트럴 위스콘신 공항,모시니,US,CWA
센트럴 와이오밍 공항,리버튼,US,RIW
세로 모레노 국제 공항,안토파가스타,CL,ANF
세자르 림 로드리게스 공항,타이타이,PH,RZP
체사리아 에보라 공항,상 비센테,CV,VXE
체스케부데요비체 공항,체스케 부데요비체,#N/A,JCL
CFB 콜드 레이크,콜드 레이크,CA,YOD
CFB 구스베이,구스베이,CA,YYR
차칼루타 국제공항,아리카,CL,ARI
차차포야스 공항,차차포야스,PE,CHH
채드런 시립공항,차드론,US,CDR
차페이 암세이 공항,바레토스,BR,BAT
차차란 공항,차그차란,AF,CCN
차이텐 공항,차이텐,CL,n/a
찰키칙 공항,찰키식,US,CIK
샬롱 배트리 공항,바트리,FR,XCR
샹베리 액스레뱅 공항,샹베리,FR,CMF
찬디가르 공항,찬디가르,IO,IXC
찬드라푸르 공항,찬드라푸르,IO,n/a
창바이산 공항,바이산,CN,NBS
장춘 룽지아 국제공항,창춘,CN,CGQ
창더 타오화위안 공항,창더,CN,CGD
장하이 공항,창하이,CN,CNI
창사 황화 국제공항,창사,CN,CSX
창위놀라 국제공항,창귀놀라,PA,CHX
창즈 왕춘 공항,창지,CN,CIH
창저우 베니우 공항,창저우,CN,CZX
하니아 국제공항,하니아,GR,CHQ
차오양 공항,차오양,CN,CHG
차라 공항,차라,RU,CZR
찰스 B. 휠러 다운타운 공항,캔자스 시티,US,MKC
샤를 드골 공항,파리,FR,CDG
찰스 커코넬 국제 공항,케이맨 브랙,KY,CYB
찰스 M. 슐츠 소노마 카운티 공항,산타 로사,US,STS
찰스턴 국제공항,찰스턴,US,CHS
샤를르빌 공항,샤를빌,AU,CTL
샤를부아 시립공항,샤를부아,US,n/a
샬로 공항,샤를로,CA,YCL
샬럿 더글러스 국제 공항,샬럿,US,CLT
샬러츠빌 앨버말 공항,샬러츠빌,US,CHO
샬럿타운 공항,샬럿타운,CA,YHG
샬럿타운 공항,샬럿타운,CA,YYG
샤토룩스 데올 공항,샤토루,FR,CHR
채터누가 메트로폴피탄 공항,채터누가,US,CHA
아마우시 공항,루크나우,IO,LKO
차우르자하리 공항,루쿰코트,NP,RUK
차우르자리 공항,차우르자리,NP,HRJ
셔터쿼 카운티 제임스타운 공항,제임스타운,US,JHW
체보크사리 공항,체복사리,RU,CSY
체디 자간 국제 공항,조지타운,GY,GEO
체포르낙 공항,체포르낙,US,CYF
첼린다 공항,첼린다,MW,CEH
첼랴빈스크 공항,첼랴빈스크,RU,CEK
체네가베이 공항,체네가,US,NCN
청더 푸닝 공항,청더,CN,CDE
청두 솽류 국제공항,청두,CN,CTU
청두 톈푸 국제공항,청두,CN,TFU
첸나이 국제 공항,첸나이,IO,MAA
첸노 국제 공항,레이크 찰스,US,CWF
첸저우 베이후 공항,천저우,CN,HCZ
청주국제공항,청주,#N/A,CJJ
쉘부르 마우페르투스 공항,셰르부르-옥트빌,FR,CER
체레포베츠 공항,체레포베츠,RU,CEE
체리프 알 이드리시 공항,알 호세이마,MA,AHU
체르카시 국제 공항,체르카시,UA,CKC
체르니우치 국제공항,체르니우치,UA,CWC
체리 캐피탈 공항,트래버스 시티,US,TVC
체르스키 공항,체르스키,RU,CYX
체스터필드 인렛 공항,침대 겸용 소파,CA,YCS
체투말 국제 공항,체투말,MX,CTM
체박 공항,체박,US,VAK
체버리 공항,셰베리,CA,YHR
샤이엔 지역공항,샤이엔,US,CYS
차트라파티 시바지 국제공항,뭄바이,IO,BOM
치앙마이 국제 공항,치앙마이,TH,CNX
치앙라이 국제공항,치앙라이,TH,CEI
자이 공항,치아이,TW,CYI
치부가마우 공항,치부가모,CA,YMT
시카고 이그제큐티브 공항,시카고,US,PWK
시카고 락퍼드 국제공항,시카고,US,RFD
치첸이트사 국제공항,치첸이차,MX,CZA
치치지마 공항,치치지마,JP,n/a
치킨 공항,닭,US,CKX
치코 공항,치코,US,CIC
치프 다위드 스터먼 국제공항,포트 엘리자베스,ZA,PLZ
츠펑 위룽 공항,츠펑,CN,CIF
치그닉 수산 공항,치그닉,US,KCG
치그닉 라군 공항,치그닉 라군,US,KCL
치그닉 레이크 공항,치그닉 호수,US,KCQ
칠레카 국제 공항,블랜타이어,MW,BLZ
칠라고 공항,칠라고,AU,LLG
침부 공항,쿤디아와,PG,CMU
치모이오 공항,치모이오,MZ,VPY
치모어 공항,치모레,BO,CCA
차이나 베이 공항,트링코말리,LK,TRR
친칠라 공항,친칠라,AU,CCL
칭기즈칸 국제공항,울란바토르,MN,UBN
마툰도 공항,테테,MZ,TET
키오스 아일랜드 국립 공항,키오스 섬,GR,JKH
치파타 공항,치파타,ZM,CIP
치페와 카운티 국제공항,솔트세인트마리,US,CIU
치페와 밸리 공항,오클레어,US,EAU
치사나 공항,치사나,US,CZN
치사시비 공항,치사시비,CA,YKU
키시나우 국제공항,키시나우,MD,RMO
치타 국제공항,치타,RU,HTA
치트라쿠트 공항,치트라쿠트,IO,CWK
치트랄 공항,치트랄,PK,CJL
